trial_id,condition_code,challenge_bits,challenge_commitment,decoded_response,hamming_distance,bit_accuracy,exact_match,receiver_correlation,telemetry_flag,t_arm_utc,t_close_utc
SYN-011,PASSIVE,11001101011111011101111111101010010101000011010011000001011100101001101111001011101111100110000101011000110110111011000010011111,dd5a977f8b66fa1a3e86cc2318ba525573c5781814e0580f9d081431b417f538,01101110001000100110101110111001000101100001011110110010011101011100110010100000110110001101111100001101011010111000111110111110,66,0.484375,False,0.02405,True,2026-09-19T15:06:40+00:00,2026-09-19T15:07:10+00:00
SYN-012,POSITIVE,10101000001010101001010100010010100001010010100101000100101010000101011101010010100001110110000111010000010000100011100001100000,ccb40db995c01a190646a7bd70f0c10b0ac8e730565ec0063219455449fe2008,10101000001010101001010100010010100001010010100101000100101010000101011101010010100001110110000111010000010000100011100001100000,0,1.0,True,0.94989,False,2026-09-19T15:07:20+00:00,2026-09-19T15:07:50+00:00
SYN-013,POSITIVE,10100000011100011000000001100111101110110010011001010000010100101111111000111011011010101011111001010110111110110001101011100111,4182e40b6b23434e72946cdd07fbecbf5f9b6cf605e8d8b0761605e0e1c19227,10100000011100011000000001100111101110110010011001010000010100101111111000111011011010101011111001010110111110110001101011100111,0,1.0,True,0.95465,False,2026-09-19T15:08:00+00:00,2026-09-19T15:08:30+00:00
SYN-014,SHAM,11101001001100100111101100100011111111001110110000010100010001010111000101100111110111001001000111111101110111010011111111101001,54432c664195fe68b8bd9b62b0341ec24567692f67226eebbc3f55d38fe8e840,10101110110010100101011101000110001111010011110001110100001101010111110000100010101010111010001010010100001011010101100001100011,59,0.539062,False,0.00464,False,2026-09-19T15:08:40+00:00,2026-09-19T15:09:10+00:00
SYN-015,SHAM,01000101101111010110111110001110110110100101010001000011111101001010001111101100110100001110001101000011011011000001001100001000,4bd8d14a657e478f2d06fc9bf0b4f6f69265b6c86f94503e0440d400a32ea719,01100101001011111011101111100000101101010011100110010110110111101100011001111000001001111111110001110100011001111000110100100110,68,0.46875,False,-0.07046,False,2026-09-19T15:09:20+00:00,2026-09-19T15:09:50+00:00
SYN-016,PASSIVE,11111000000101010101111111110000000101011100011100100101101101000010000011011001101111011011110111101000110111000110001111100011,e027fdd3528fb990d03f07072ae49cc1a636ecf8e493fcf21c42cd3e83fb382e,11011001000011100000011010101000000111000000101011100101010101000001100111110110001101001000101001100010100111001100110110100001,53,0.585938,False,-0.04786,False,2026-09-19T15:10:00+00:00,2026-09-19T15:10:30+00:00
SYN-017,SHAM,00001011110001001101001010001000011111110111011001000111011000000010000110111110001001100111101000111111101011000000110011101000,0b45664afce59440ba8934b3112955e28f0c7ce22cbc4d93662c41533cc940d7,10101010011000001011110100100101001111110001111111001111111100010000011010011010001001000001100001110011011000101110001111000111,57,0.554688,False,-0.03773,False,2026-09-19T15:10:40+00:00,2026-09-19T15:11:10+00:00
SYN-018,PASSIVE,11111001101110010101100110001100011110111011011010001100110111000110010000000000111111011100101001101001010111011000111101010100,199f9ac4235f52a7f452b3e0671bea0afe6ff3dbe627677e1ae207aaa07fe849,10000101111101110010001010110011001011011100110001110011100001001011001111011111111101011011100110110010000010111011010010101101,81,0.367188,False,-0.0001,False,2026-09-19T15:11:20+00:00,2026-09-19T15:11:50+00:00
SYN-019,BLOCKED,11101101001001101101110100110001000100101100010110111010101001010100100000101101000000011011110100010101100101101011100110110111,a06f1b94307780bfb3a8063c4dc71e4b03da6797a6b2579cb408e2c3773967e0,11010001001010111000000010010000010010010110100110110001010111000010101001110010100111000010011011100010000111101101111111111001,69,0.460938,False,-0.11897,False,2026-09-19T15:12:00+00:00,2026-09-19T15:12:30+00:00
SYN-020,BLOCKED,10101010000010100101000010010101111101000110010101101101011001001001110110111100011000110010100001000000011011110010001111011001,50fb6702bf785379c449def3bb39eca6e544c982ab45f90e1fc7d556fe20b066,10001110111010000111000000111100000001000010110101010000110101101000101001111101010000110001001110111010110011101001001111011011,52,0.59375,False,0.01725,False,2026-09-19T15:12:40+00:00,2026-09-19T15:13:10+00:00
SYN-021,SHAM,10101001000111111101110001110010111010000101011100111000110100000001000100011000000110100001111110011100100110100001111111101010,2098ed26dbd2e3b92c8e8a0ef1ca968c1ad8b3ed33670002758ed8244fc6ec30,10111011011100101101000010001001111010111001100100110101011001000101110001000110111011010110111010000111100010000010000001110111,67,0.476562,False,0.05319,False,2026-09-19T15:13:20+00:00,2026-09-19T15:13:50+00:00
SYN-022,SHAM,01110010010000100110111100111110100011001111101010110101110101110011100010111010010011000110101111001101010101011111111010100101,efd6e609d9f248fec97876a3702b4bda4b6bb4a83ad90f22c01b0001113f72cd,00000101110100101001110110111101111100000111111110010100101110100100110000011110000100101100100100101110010001101101100111001000,63,0.507812,False,0.10016,True,2026-09-19T15:14:00+00:00,2026-09-19T15:14:30+00:00
SYN-023,SHAM,11011011100000100110100000010111101001100101011001111010011101011100111110110000110001111110011001010111010101000000010111110000,586e396880bb45513b5d9036a31c6734986384279da0866414f3b64ccef0e288,11000001110100110110100100100001100100100101110010011101110100111001011111001011000011111100010111011100011011100000011111010010,52,0.59375,False,-0.13886,False,2026-09-19T15:14:40+00:00,2026-09-19T15:15:10+00:00
SYN-024,POSITIVE,01100110111011110001110101010100011001101010001101000001100111001001111101001101110010000000111111100100111001111100100001100111,4a4adf900ab65a953d5cbcd9c4587107ed31b9cb96be79288dd53240034b4850,01100110111010110001110101010100011001101010001101000001100111001001111101001101110010000000111111100100111001111100100101100111,2,0.984375,False,0.9608,False,2026-09-19T15:15:20+00:00,2026-09-19T15:15:50+00:00
SYN-025,PASSIVE,10100111110100001111000100111111000100011100001000001011010010111011011101111001111011000001001000001001100100001010001101110110,15772a3df9ee2380e155813f0efec333fc5161a21a1251620b4c44acdebfd793,10011111000100010001100000000011101110101001100101010111011000001100110011011011010011010111101110000001000001110110010100011000,65,0.492188,False,-0.01128,False,2026-09-19T15:16:00+00:00,2026-09-19T15:16:30+00:00
SYN-026,POSITIVE,10010010011001111111001010100011011111010001001011011110110100100111111011000010100101011100111101111010100101101111110000101100,942aedfae7026edd1221f186559e8b7a71fa72466ff481028d884c32587e8520,10010010011001111111001010100011011111010001001011011110110100100111111011000010100101011100111101111010100101101111110000101100,0,1.0,True,0.97332,False,2026-09-19T15:16:40+00:00,2026-09-19T15:17:10+00:00
SYN-027,POSITIVE,01100110001111100011111100110101100110000000101111110101100000011001100101010010000011001101000010110001001101001010111011101001,0d3ca67c329eff5ec81abf2e08d9e31c2a5165c30635d24571c44ee8e8aa66dd,01100110001011100011111100110101100110000000101111110101100000011001100101010010000011001101000000110001001101001010111011101001,2,0.984375,False,0.95267,False,2026-09-19T15:17:20+00:00,2026-09-19T15:17:50+00:00
SYN-028,PASSIVE,11100001011001001100110100100100100000001011101100011001011101000010100010111011000000010001010100001111010000110111101010111101,878ddd81ea3e444df2428e42e465fcea959614883eea6ffd9b1a786ec0e0f48a,10000110110000001000001101100000011010101011001000011111001111010000011011000100100010000001110010001111011111001000100110001000,59,0.539062,False,0.08451,False,2026-09-19T15:18:00+00:00,2026-09-19T15:18:30+00:00
SYN-029,BLOCKED,10000010011100000010010100100000100100010110111011101111000100001010110010000110011000010101111100011100111001110000010111010101,34d41762e41408513f81b00494494980e05c1ba012ab543bade36a73ac8592e6,00001001101010101001100111110010010101111011100101100110000110100001101010000001001110001110110111110110010100110010111110010110,64,0.5,False,-0.07316,False,2026-09-19T15:18:40+00:00,2026-09-19T15:19:10+00:00
SYN-030,BLOCKED,11010101010111100100110011001110001010010001010100110010010100010011101111110100011101100000101111111101000101110110011101101000,80f6678aeaecc71727122919fde679b0e7e8b2feec1e201701c056811370e717,10110001101000001100100101100100111101100111110010000011010110001000100100000010110111010011111111011111101000000110010110001010,65,0.492188,False,-0.14676,False,2026-09-19T15:19:20+00:00,2026-09-19T15:19:50+00:00
SYN-031,SHAM,11111011010100010000011100100111110100101110101000000111100001010100001111000000101011010011100001000000110001111101011001111101,511d0558fb38b5af310e29db63fd139e62cd5e49a1825a4e979f6a797b485399,01110101001110101001010100100011100010000111111100100011011110101110010111010001100111110101001000100111100101101001101100101100,59,0.539062,False,0.01673,False,2026-09-19T15:20:00+00:00,2026-09-19T15:20:30+00:00
SYN-032,BLOCKED,11100100101000010110100011111111010111110111100001010001010100100001110111110101111101110101001010001111101110110111010010000100,4bcd17ed15cea62663f36cd9bfcb3db8ffe54b844c72bbc973f79ccd65afd7e2,01011110011000101011000110111111111001101110011101110011101101011101000001111000110000100110000000111011101110100100100110010010,63,0.507812,False,-0.096,False,2026-09-19T15:20:40+00:00,2026-09-19T15:21:10+00:00
SYN-033,PASSIVE,00010011010110111001000010111100100001000011001001111001111010011011001011001000100010100101110000101011011100010010101101110101,9d03e9817b5289f3a70dcb4996189296908147567deb3bb46a12f95dc33888ca,11000110100111111110101000001100110011000000101111011111000001000100110101100110111101111101000011011001000100001011101101101000,68,0.46875,False,0.13579,False,2026-09-19T15:21:20+00:00,2026-09-19T15:21:50+00:00
SYN-034,BLOCKED,10110010010011010010011001011010110111010111111001100001100001011001011001110101000100101010111110000101100110011010111010111101,27e48d69ea5236437ef81dc40c85a320c0ea3844ccd3a2f9ce093ad318097b4f,01000110001001110110010010000101111000101001101111111100001010100001110111000101000110100010110001100111111100110111000000111011,68,0.46875,False,-0.04295,False,2026-09-19T15:22:00+00:00,2026-09-19T15:22:30+00:00
SYN-035,BLOCKED,10111101110011010000101110100001001100010101011100000010110011101011111110100011001100111011011100110101010000101001110011100010,b4c65e02a9dd243d9aa2535721889abd90ef825fa352c4d0b46a3427335210a8,11111010100101100110000110000110110000101000010000001111110111110011101000010110111000001110011111110110110000101111111101011100,63,0.507812,False,0.03095,True,2026-09-19T15:22:40+00:00,2026-09-19T15:23:10+00:00
SYN-036,PASSIVE,10000001010001110000110110011001101100000011001001110001101001101111010010000000111110100011100001010010010101100101101010110001,d84d6dc6981e859805d2d9241e6b1c5422b33167e591338a01b6e694b07aa039,01011000000111001001101001101111101111100100101110000011100101011011011110000110101001101011001110101000110010101000001010111010,68,0.46875,False,0.04096,False,2026-09-19T15:23:20+00:00,2026-09-19T15:23:50+00:00
SYN-037,PASSIVE,01001101101111001000000101001010010110010100000101111101110111000011101110111000111001011101001001011111110001001111101001101010,607f82cac93a95392fc79fe3cd902c3499487e6ae599027d0ac2d5415869c95b,11001010110101110111100011110100110010111101010010011001111111111001011100000001010100110100011101101110011010001011000011101011,65,0.492188,False,0.06227,True,2026-09-19T15:24:00+00:00,2026-09-19T15:24:30+00:00
SYN-038,BLOCKED,01000011010001110010000000011110111100111000001100110110110100010101001110000111101011101111111100110110000101011000011100110001,6273f721ab0ac7662998650cd57535db8db33814e336dc80854221b75718138f,10001010000100010010011010110101101011111111100110101100100000010010010100000100110111101101111010001011110100011111100000101101,62,0.515625,False,-0.05343,False,2026-09-19T15:24:40+00:00,2026-09-19T15:25:10+00:00
SYN-039,SHAM,01001000000111001010110101111110010011001110100100111111001101010001110110000111100110100100101000000110100011110011110000100101,b3d977c9a00ba5bc179f25ef09a6b31aecf818d30c6d8110ae7040354b861389,01110100011101010101111000000101100111110100100110001001110011100000010011011001010100100111100101000001101010000111111011000110,69,0.460938,False,0.04543,False,2026-09-19T15:25:20+00:00,2026-09-19T15:25:50+00:00
SYN-040,BLOCKED,01111111001111010110011111111101101011010001011110011000011101010010001111011001111011110001010110010110111011110010101011100001,6fa874a7700c4215646ef34f611ff58efb7ab02e2bd7401023e4de2550ebd65d,11101001011001011011010110010100000000001111110101010000110111011000100001110011111011101000110010101110100100011001101011010111,61,0.523438,False,-0.07658,False,2026-09-19T15:26:00+00:00,2026-09-19T15:26:30+00:00
SYN-041,PASSIVE,01100110000000101100000010000001111010101010011011101100110100011010010111010100001101010100010000010110011000111100011000000011,b7ac7a09bd54514281846c2dd6c804288c9a38baf57e4d1257432ac7fd37f6ac,01110001001000001001010011101110010110110100100000110011011001001010000110110010001001100000100011011101010101110111111101000111,63,0.507812,False,0.04292,False,2026-09-19T15:26:40+00:00,2026-09-19T15:27:10+00:00
SYN-042,POSITIVE,00000011111010000001101101010000010001000110110111101111010101111110110111100000101010101101000010100000111111000000111100011110,1f148c184bc5d2f6aa6c3f004f4e98773c1f0a993ba10042a94f626a1b65c3a2,00000011111010000001101101010000010001000110110111101111010101111110110111100000101010101101000010100000111111000000111100011110,0,1.0,True,0.97617,False,2026-09-19T15:27:20+00:00,2026-09-19T15:27:50+00:00
SYN-043,POSITIVE,10011101100010110001100010001111111001011111111111000100101010110010111101011011001101110010101000011100011111110001011001101010,6993e0c777605f8f5ccd0956d3ae0b3e5622cdacb831aa8a16bf9b25cecc2a19,10011101100010110001100010001111111001011111111111000100101010110010011101011011001101110010101000011100011111110001011000101010,2,0.984375,False,0.93849,False,2026-09-19T15:28:00+00:00,2026-09-19T15:28:30+00:00
SYN-044,BLOCKED,00010010010010111001110111000110001111010110101110101111110100101000110101001110001100111101000110011011001100010100110011010000,425fd97a123fcc3da689ba8d384038660271402aea59ff17d7ff08a2e24c3a26,11001010101111011010011110010011111011100100101111000101011110000000110101010000000111100001011110110000000101100010100100110011,62,0.515625,False,0.09873,False,2026-09-19T15:28:40+00:00,2026-09-19T15:29:10+00:00
SYN-045,BLOCKED,00000111000100101000001110100100010111001111010000010101101010000011011110000111000000100010101001011101010100011110111011111001,8c77ae2e77511d37dc13a70ed8c6d629023a84babdcf3d97615c870c4793c1c1,00001000001100001110001101010111101010011011100101001011111111001011100100110000000111001010011000111111001100010001001111111101,62,0.515625,False,0.04349,False,2026-09-19T15:29:20+00:00,2026-09-19T15:29:50+00:00
SYN-046,BLOCKED,10100001010011111101011100111110011100110000100010111001110110111100101001010100110011101100111010101110010010110011001101100011,5315d2f95cef6da94954daecd495ccd1f858802a9a9332056cf8a6468f7925f6,00001010110000011011111001000101000000100001110100101110110010110010110101100010110101110001001011011001100011110010110001100011,64,0.5,False,-0.0872,False,2026-09-19T15:30:00+00:00,2026-09-19T15:30:30+00:00
SYN-047,PASSIVE,01001001101001111000011100101000110101010100001110101011100010001111100101010001100110011001011011111011100011101110001000101110,b671661aedcb36e6c8bad3d4d46f9b6bb5388d9fdc4862cbca61af14ea44dc17,00000110010111001110101101100001111110101101010111000000001000000111110111100010110111111001110000010110110111010101110110110101,70,0.453125,False,0.16145,False,2026-09-19T15:30:40+00:00,2026-09-19T15:31:10+00:00
SYN-048,PASSIVE,11100001010100001011101111011101011101011001110000110111111101001010011000111100101001010011101011111011111001100110111000001001,d0d331a11f72bfa0d31f3334968d82629604f28c640f170e172c38cd6639b841,01111100100011011001100000100000001110000100110110100110111000000100111000111000001010101000001000110110011111111100111000011011,61,0.523438,False,0.03688,False,2026-09-19T15:31:20+00:00,2026-09-19T15:31:50+00:00
SYN-049,BLOCKED,00111111010011110001110101110100001011001101011011011110111001101000000011110101010110101111011010110110111001100011111101111111,4f7d99155fd217900f703dcf81228e06c762d02f68535b3da485a1ccf6d7a02c,10001100110101011111001110000100100100000111110001010100101110001110101101111010001110101101001111111101001100011001000011100101,71,0.445312,False,0.01498,False,2026-09-19T15:32:00+00:00,2026-09-19T15:32:30+00:00
SYN-050,BLOCKED,00011010110100100010110000001000011101100001001010100001101111000101101000100000000000101010100111001000101100110001001010101101,a3ea63aeec06b79492d77d0539ae8433fd71b98f403ebc2fd143c1c1ec320f52,11000001000111111100100011000111000011111111110001000110010110101110011011011000010110101111010001110111101000011111100101010001,82,0.359375,False,-0.02628,False,2026-09-19T15:32:40+00:00,2026-09-19T15:33:10+00:00
SYN-051,SHAM,10011000011010010111110000000101111011111100110000010110001001100010010011011101001100111111001100011100011001100010011101110001,640552c07f251904e01aa3719a4a59c95cf08cfa93dca3671299a8de5a78b41a,11101100001000010010110011110010111011000111000000011100101010011100100000001111111111101110100100111111101111011110110101001000,63,0.507812,False,-0.17662,False,2026-09-19T15:33:20+00:00,2026-09-19T15:33:50+00:00
SYN-052,SHAM,00100011110111101001010111000101101001010010011010100001011101010011000001000101011110011001000101111101011000111110000011110110,3b6944bea8a6adb24600f41f57ffdda10f1f4d75012f50ca1ade7e43c8cff3f7,01110101001111101000011110111000111010011011111010001110010011011111001010000110110101100000101001101100000001011010001111000101,60,0.53125,False,0.11828,False,2026-09-19T15:34:00+00:00,2026-09-19T15:34:30+00:00
SYN-053,POSITIVE,11010111000100101000001101001101100001011100010001001001001001111110101001011011110100000010111110101010001110010011100011110000,2f4b39ef867aedaa25d8860212242341499a67eef03d826d4bbad937783e13e0,11010111000100101000001101001101100001011100010001001001001001111110101001011011110100000010111110101010001110010011100011110000,0,1.0,True,0.94661,False,2026-09-19T15:34:40+00:00,2026-09-19T15:35:10+00:00
SYN-054,BLOCKED,10101100010100100110001100000010110101110010101100110111100011101111000010000111111110010101011100110101101101011010110010100100,ca0dd58d859a2fbe8a704d7080e53cb17786da3ee341407a669e8bc0fe081ca3,11101000000100110000001111110101000101000011001011011000001001111111101100100001001111101101000111111011111100110111000111110001,64,0.5,False,-0.1115,False,2026-09-19T15:35:20+00:00,2026-09-19T15:35:50+00:00
SYN-055,BLOCKED,01011110011111010011000011001001010010000011110110001010001011000001110000100110011101100111001000001101110111101001110100010010,3231ac698e61efbee71d14f7fdb163c46f1a354bae57430de07aca1a2f245c0f,10111001101100110010011111001111110110101110001001100110101000001111111111101101000001101101000001101100100110100010000011010101,67,0.476562,False,-0.0355,False,2026-09-19T15:36:00+00:00,2026-09-19T15:36:30+00:00
SYN-056,POSITIVE,11100100110110100100010111010111011110000100101110101101010001001111001011011110101110101010100010001010101100111110000101110111,859b6005af325ca652c2adadaefe7d82e3cbd10021c7270996d99061eedd76c5,11100100110110100100010111010111011110000100001110101101010001001111001011011110101110101010100010001010101100110110000101110111,2,0.984375,False,0.97936,False,2026-09-19T15:36:40+00:00,2026-09-19T15:37:10+00:00
SYN-057,SHAM,00100001100011100101010011010001010111111010011000011011100001010101001011010001000110101001010011111010001110111110010111110001,4dd2c323b4f20152fb450654f14d8a8a85b87cd529360563bf6a62d536770538,01110110100100111101101101000011000101110000000000100011101110010001011111100100101110110000000000101010000000000001111000000010,64,0.5,False,0.0046,False,2026-09-19T15:37:20+00:00,2026-09-19T15:37:50+00:00
SYN-058,POSITIVE,11010110111010011010000110010000000100001100101100100010000110100111000111011000111100110011000110100001100010001011001010111011,3d1c0b31302c7ccbbbc05182f29df178a7ec7135e18a1463dfb4c202a89d130f,11010110111011011010000110010000000100001100101100100010000110100111000111011000111100110011000110100001100010001011001010111011,1,0.992188,False,0.97345,False,2026-09-19T15:38:00+00:00,2026-09-19T15:38:30+00:00
SYN-059,SHAM,01100110110101110000001011010001111000010100001010010010000110011000101101010001111010011010110111111111110000011100111101100000,56fd1385a5ee170e26461bc754d5ff229d983330c93de53b7cb8587e42c160c8,01101011111001101010011110110101101011011001011100010101101011001011101101000000100011000010011000101010001001011011010000000001,60,0.53125,False,0.05821,False,2026-09-19T15:38:40+00:00,2026-09-19T15:39:10+00:00
SYN-060,SHAM,10111111010110001101100101001111110010111101011100001001001101100010010110101000001001101010010111000011101110100100100000001001,b191cd725e88c35d3e17a4070ee1dc2844a7a7ef99026248729fae971f684c79,10001101001101100111011110000110011000010101101011000100000111100110100110101011011010110100010000000111011111000010101101000011,59,0.539062,False,0.06889,False,2026-09-19T15:39:20+00:00,2026-09-19T15:39:50+00:00
SYN-061,POSITIVE,11011000011001100101110010000110001001101111101110000100000011100100111011110000011001101001101110011101101011110000110100100001,57b3ddbbcd69afd2512640c2a47eba3d8dc4809227218bd900725dcf2e5ca8dd,11011000011001100101110010000110001001101111101110000100000011100100111011110000011001101001101110011101101011110000110100100001,0,1.0,True,0.95031,False,2026-09-19T15:40:00+00:00,2026-09-19T15:40:30+00:00
SYN-062,SHAM,01010010100110001011010000010111011100000111010101010101001001011000100000011000011001111111110000000110011000001111010010111110,bfd15dd134588e4011895e5ede40dae7897db4bbe7c7dc5c7e4e3fdb6cdb3a67,00111110111111111100011100101000011010000010011011101110110011010011010110011010101001010101110000010111101010101001110110011000,62,0.515625,False,0.02367,False,2026-09-19T15:40:40+00:00,2026-09-19T15:41:10+00:00
SYN-063,PASSIVE,10011010010011000101010100100001001110010111100000000011111000101011101011011011100001100010100110001110000110011000111011101011,34dc3e720903e7755f3617e8f1a85068ffd3ef0a4bcbd05d09931d4b33ba90e3,01011100100011111100111011000010110101101010100010111111010100000010110101101100010100100001000010111100110100010010100111101101,69,0.460938,False,0.06992,False,2026-09-19T15:41:20+00:00,2026-09-19T15:41:50+00:00
SYN-064,PASSIVE,10011101000101000111100010110101111000010101011000000010101101100011111000111001111010110111110111101101010110001011101011000000,38c75c7986ea07c53fc90067febe33f5b816dd14c5cecb31e27243e71ca6d8ae,01000001010001001001101001111111001101001000010100101011011110100110011100100001100001011010111001010101010110010101000110101000,62,0.515625,False,-0.02549,False,2026-09-19T15:42:00+00:00,2026-09-19T15:42:30+00:00
SYN-065,POSITIVE,11001110011110001111100110100000101010000101011100100110101010110100011110110001010011101001000010000111110001000011101101000000,6c46f0b133936684b4d4d0cd89eb07208d7d340c6123f1a80d175361732b7f26,11001110011110001111100110100000101010000101011100100110101010110100011110110001010011101001000010000111110001000011101101000000,0,1.0,True,0.96154,False,2026-09-19T15:42:40+00:00,2026-09-19T15:43:10+00:00
SYN-066,SHAM,01000011001000111010101110101110011100111110001110110011100110010110011000101111000110000011110101010111111010100111001000100100,74dac8d7108c15f340d893b0fe628ccc7d96421308aeb4cb61502acd081e1483,00110110111010100000010101010111010010111101110101100001010010000011000011101010111101001100001110101001100001001001010010011111,79,0.382812,False,-0.03729,False,2026-09-19T15:43:20+00:00,2026-09-19T15:43:50+00:00
SYN-067,PASSIVE,01011001111101000011000101010001111111010001010000010101000100110011000010000101101001011011100011000101001001010101110001001010,53359560f3013a10995816ee05eb0f79d7d7df04b30f1716b8b9100523991209,00011000110100101011101000110011011100100101011111001101100110011111001000111010101100101010110110100111001100110000111110000000,58,0.546875,False,0.0235,False,2026-09-19T15:44:00+00:00,2026-09-19T15:44:30+00:00
SYN-068,SHAM,01101010100011010101000110111011001100110101011111001001100011011100010111110001101000111110111101100011110011101001011111111011,8152668bf3e85927f20dcd9014eab9d897d7754a766c4aaa9ec2d485cf04201a,11001011000111111111000101001101111111010110011100001001000011010111110100000110000010100110010010000110011101011010101001000001,64,0.5,False,-0.08208,False,2026-09-19T15:44:40+00:00,2026-09-19T15:45:10+00:00
SYN-069,BLOCKED,11101111110110011001110111000100001100010010000001000110001110010110101000110010101101110001110000010001100011101000100000000111,05f3241aa6c6188a9b09737916c794e06c44ca25dd33a673edb0235a53814e78,01111010001110111010111010110110100010000001101111101011110110100111001100000111010101111010000001001010101001010010100111111000,71,0.445312,False,-0.00993,False,2026-09-19T15:45:20+00:00,2026-09-19T15:45:50+00:00
SYN-070,POSITIVE,10100100000000010101111011001111111100011100001010101000101111110011101011011010001101011000011011011100111101101111111101100000,d88ad8acc266a0ca112afbfbff2f4936e2da04367c878dcb689660ee20ea8699,10100100000000010101111011001111111100011100001010101000101111110011101011011010001101011000011011011100111101101111111101100000,0,1.0,True,0.97199,False,2026-09-19T15:46:00+00:00,2026-09-19T15:46:30+00:00
SYN-071,POSITIVE,00111010100000010001001010101010001001011000110100100011011011111011010101111101000101100111000100010100110111110100100110100101,3151e8c05efabd169f2f902d0fa8fd7167b69429cc4c8cbb90a55c075d27fabf,00111010100000010001001010101010001001011000110101100011011011101011010101111101000101100111000100010100110111110100100110100101,2,0.984375,False,0.98721,True,2026-09-19T15:46:40+00:00,2026-09-19T15:47:10+00:00
