trial_id,sample_index,t_s,rx_norm,temp_c,em_norm,vib_norm
SYN-001,51,5.12563,-0.092919,22.0252,-0.049036,-0.000934
SYN-001,52,5.22613,-0.083152,21.9825,-0.013234,-0.025646
SYN-001,53,5.32663,0.059629,21.9832,0.006779,0.11362
SYN-001,54,5.42714,-0.053861,21.9877,-0.053811,-0.042659
SYN-001,55,5.52764,0.061192,21.9944,0.073145,-0.021149
SYN-001,56,5.62814,-0.227698,22.0135,-0.022501,0.026241
SYN-001,57,5.72864,-0.200568,22.0127,-0.067197,-0.010722
SYN-001,58,5.82915,0.152352,22.0062,-0.059637,0.025454
SYN-001,59,5.92965,0.121084,22.0054,0.022181,-0.084986
SYN-001,60,6.03015,0.048291,22.0037,-0.090753,-0.043748
SYN-001,61,6.13065,-0.022168,22.0144,-0.045409,-0.046376
SYN-001,62,6.23116,0.168466,21.9881,-0.014754,0.000342
SYN-001,63,6.33166,0.090743,22.0195,-0.016258,0.004768
SYN-001,64,6.43216,0.192677,21.9845,-0.060841,-0.067582
SYN-001,65,6.53266,0.346447,21.9404,-0.040769,0.018853
SYN-001,66,6.63317,-0.203587,22.0382,0.03693,0.034624
SYN-001,67,6.73367,-0.139695,21.998,-0.100098,0.070937
SYN-001,68,6.83417,0.056121,21.9918,0.061147,0.024424
SYN-001,69,6.93467,0.013353,21.9577,-0.01005,0.086671
SYN-001,70,7.03518,-0.148992,21.9985,-0.007378,0.01747
SYN-001,71,7.13568,0.006529,22.019,-0.069369,0.019817
SYN-001,72,7.23618,-0.025613,22.0052,-0.035498,0.030671
SYN-001,73,7.33668,0.143106,22.0082,-0.015081,-0.02153
SYN-001,74,7.43719,-0.054569,21.9665,0.037673,0.033485
SYN-001,75,7.53769,0.090148,22.0029,-0.024835,-0.044024
SYN-001,76,7.63819,-0.134938,22.0226,-0.031881,0.044028
SYN-001,77,7.73869,0.116369,21.9817,0.009791,0.044426
SYN-001,78,7.8392,0.14642,22.011,-0.020978,0.036561
SYN-001,79,7.9397,0.034417,22.0469,-0.036437,0.071835
SYN-001,80,8.0402,-0.145093,21.962,0.024643,-0.08454
SYN-001,81,8.1407,-0.024624,21.9679,0.047787,-0.000638
SYN-001,82,8.24121,0.043016,22.0357,-0.047063,0.097077
SYN-001,83,8.34171,-0.038058,21.962,-0.017867,0.040763
SYN-001,84,8.44221,0.042764,22.0165,0.05465,-0.011725
SYN-001,85,8.54271,0.033892,22.0084,0.01733,-0.029022
SYN-001,86,8.64322,0.006962,22.0161,0.003218,-0.027608
SYN-001,87,8.74372,-0.176168,21.9731,-0.090185,0.041968
SYN-001,88,8.84422,0.062981,21.9634,0.015015,0.009198
SYN-001,89,8.94472,-0.009541,21.9443,0.01282,0.058106
SYN-001,90,9.04523,-0.017042,22.0006,-0.04619,-0.001537
SYN-001,91,9.14573,-0.051781,21.9889,-0.000736,0.063644
SYN-001,92,9.24623,-0.171581,21.9889,0.049216,-0.070109
SYN-001,93,9.34673,0.061535,22.0051,-0.00232,0.06975
SYN-001,94,9.44724,-0.053679,22.0008,0.048795,0.020174
SYN-001,95,9.54774,-0.036095,22.0614,-0.040924,-0.005175
SYN-001,96,9.64824,-0.015724,22.0408,-0.076326,0.039845
SYN-001,97,9.74874,0.002184,21.9538,-0.037773,0.004148
SYN-001,98,9.84925,0.082702,22.0053,-0.004551,0.019611
SYN-001,99,9.94975,-0.026936,21.9959,0.050995,0.025612
SYN-001,100,10.05025,-0.052812,21.9528,-0.04998,0.038566
SYN-001,101,10.15075,0.083359,21.937,-0.026294,-0.0159
SYN-001,102,10.25126,0.151954,22.006,0.041753,-0.070869
SYN-001,103,10.35176,0.060669,21.9737,0.027763,0.004567
SYN-001,104,10.45226,0.095034,22.0156,-0.024541,-0.066629
SYN-001,105,10.55276,-0.071774,21.9826,-0.069785,-0.058595
SYN-001,106,10.65327,-0.083711,22.0062,0.095586,-0.00918
SYN-001,107,10.75377,0.056887,22.0049,-0.014554,0.001708
SYN-001,108,10.85427,-0.090846,21.9853,-0.013861,0.057725
SYN-001,109,10.95477,-0.022065,22.0033,0.041433,-0.014681
SYN-001,110,11.05528,-0.223173,22.0295,0.060716,0.022081
SYN-001,111,11.15578,0.033529,22.0206,0.004384,-0.049673
SYN-001,112,11.25628,0.103702,22.0183,-0.004966,-0.060836
SYN-001,113,11.35678,0.132332,21.9623,0.015507,0.028079
SYN-001,114,11.45729,-0.056069,21.9733,0.090559,-0.016422
SYN-001,115,11.55779,-0.016479,21.9957,0.00376,0.116094
SYN-001,116,11.65829,-0.113707,21.9759,-0.017241,-0.005382
SYN-001,117,11.75879,-0.023027,21.9069,-0.002792,-0.054387
SYN-001,118,11.8593,-0.069564,21.9907,0.058982,-0.0538
SYN-001,119,11.9598,0.000341,21.9684,0.019915,-0.024853
SYN-001,120,12.0603,-0.188818,22.0035,-0.046692,-0.019926
SYN-001,121,12.1608,0.058907,21.9874,0.033586,0.031346
SYN-001,122,12.26131,0.158247,22.0256,0.031795,-0.026808
SYN-001,123,12.36181,-0.230349,21.9777,-0.028162,0.028367
SYN-001,124,12.46231,-0.104792,21.9531,0.059958,0.016852
SYN-001,125,12.56281,0.196655,21.9708,0.025194,0.016092
SYN-001,126,12.66332,-0.023091,21.9861,0.032933,-0.091202
SYN-001,127,12.76382,-0.162137,22.0226,0.078307,-0.096999
SYN-001,128,12.86432,0.00849,21.977,0.05763,-0.000119
SYN-001,129,12.96482,0.003698,21.9717,-0.065796,0.05979
SYN-001,130,13.06533,-0.11837,22.0111,-0.063676,-0.00409
SYN-001,131,13.16583,-0.032627,21.9579,0.079879,0.04336
SYN-001,132,13.26633,0.229796,21.9666,0.018922,0.054912
SYN-001,133,13.36683,0.077211,21.9679,-0.007803,0.028589
SYN-001,134,13.46734,-0.166533,22.0549,0.043977,-0.078505
SYN-001,135,13.56784,0.066442,22.0302,0.024772,-0.03457
SYN-001,136,13.66834,-0.180919,21.9966,0.021234,0.00172
SYN-001,137,13.76884,-0.011297,22.011,0.024161,0.02643
SYN-001,138,13.86935,-0.110542,22.0134,-0.031589,-0.002248
SYN-001,139,13.96985,0.068983,22.0346,0.036407,-0.002318
SYN-001,140,14.07035,-0.007006,22.0016,-0.018957,-0.02008
SYN-001,141,14.17085,-0.19956,21.9743,-0.029309,0.011732
SYN-001,142,14.27136,-0.039054,21.9775,-0.020617,-0.078146
SYN-001,143,14.37186,0.114444,22.0657,0.032507,-0.072865
SYN-001,144,14.47236,0.036811,22.0513,0.01792,0.054036
SYN-001,145,14.57286,-0.050429,22.0549,-0.090299,-0.00199
SYN-001,146,14.67337,0.116793,21.9665,-0.003917,-0.067931
SYN-001,147,14.77387,-0.18427,21.9875,-0.055835,0.05083
SYN-001,148,14.87437,-0.026006,22.0593,-0.005978,-0.024792
SYN-001,149,14.97487,-0.118679,22.0442,0.061968,-0.117099
SYN-001,150,15.07538,-0.019875,22.0783,-0.00022,-0.079629
SYN-001,151,15.17588,-0.31977,21.9565,0.010965,-0.046005
SYN-001,152,15.27638,-0.166229,21.9224,-0.001197,-0.09228
SYN-001,153,15.37688,0.02019,21.9804,0.053007,0.034379
SYN-001,154,15.47739,0.255403,22.0035,0.057676,-0.090692
SYN-001,155,15.57789,0.204502,22.0075,-0.050606,0.02201
SYN-001,156,15.67839,-0.189202,21.9977,-0.013984,0.061552
SYN-001,157,15.77889,0.03766,21.968,0.015058,-0.025423
SYN-001,158,15.8794,-0.253003,21.9346,-0.011918,0.070455
SYN-001,159,15.9799,-0.124594,21.9272,-0.068437,0.003072
SYN-001,160,16.0804,0.063051,21.9933,-0.097932,0.009428
SYN-001,161,16.1809,-0.151766,22.0226,-0.05616,-0.043407
SYN-001,162,16.28141,0.183903,21.9708,-0.041462,0.023399
SYN-001,163,16.38191,-0.078396,22.0036,-0.061485,0.011401
SYN-001,164,16.48241,0.025646,22.0266,0.005237,-0.052267
SYN-001,165,16.58291,-0.179476,21.9136,0.081791,0.033304
SYN-001,166,16.68342,-0.081271,21.982,-0.077106,-0.0149
SYN-001,167,16.78392,0.067977,22.0206,0.075717,-0.036111
SYN-001,168,16.88442,-0.01204,22.0393,-0.034682,-0.02111
SYN-001,169,16.98492,0.05428,21.9988,-0.044939,0.080492
SYN-001,170,17.08543,-0.004807,22.0145,0.008399,0.014233
SYN-001,171,17.18593,0.166732,22.0403,0.076017,0.133481
SYN-001,172,17.28643,0.0556,21.9431,-0.021635,-0.004744
SYN-001,173,17.38693,-0.006818,22.0599,-0.003693,0.094584
SYN-001,174,17.48744,-0.010439,22.0135,0.033975,-0.068634
SYN-001,175,17.58794,-0.044264,22.0225,0.066936,-0.056785
SYN-001,176,17.68844,-0.126088,21.9741,0.013391,-0.02526
SYN-001,177,17.78894,-0.143084,21.9824,0.021044,-0.054924
SYN-001,178,17.88945,0.083827,22.0545,-0.04386,-0.031564
SYN-001,179,17.98995,-0.085093,22.0314,0.105043,0.00942
SYN-001,180,18.09045,-0.064541,21.9671,0.029229,0.061777
SYN-001,181,18.19095,-0.100435,22.0416,0.047063,0.003409
SYN-001,182,18.29146,0.011283,22.0538,-0.009751,0.014249
SYN-001,183,18.39196,0.231683,21.9777,-0.061139,0.000638
SYN-001,184,18.49246,0.004861,22.0136,0.017741,0.081438
SYN-001,185,18.59296,-0.069353,22.0285,-0.015269,-0.02665
SYN-001,186,18.69347,-0.245169,21.9986,0.08549,-0.047954
SYN-001,187,18.79397,-0.071435,22.0028,0.028354,-0.026139
SYN-001,188,18.89447,-0.007987,22.0491,-0.066081,-0.050864
SYN-001,189,18.99497,-0.083378,22.0173,0.044869,0.038606
SYN-001,190,19.09548,-0.122346,21.9649,0.020275,-0.057524
SYN-001,191,19.19598,-0.048375,21.9823,0.018948,-0.005097
SYN-001,192,19.29648,0.043823,21.9881,-0.044701,0.037691
SYN-001,193,19.39698,-0.025724,22.0276,-0.026124,-0.030695
SYN-001,194,19.49749,-0.046052,22.0062,0.075924,0.050054
SYN-001,195,19.59799,0.016685,22.0237,-0.007151,0.002396
SYN-001,196,19.69849,0.067343,22.0025,0.083549,0.025423
SYN-001,197,19.79899,-0.022786,21.9556,0.062188,-0.065543
SYN-001,198,19.8995,0.052311,22.0656,0.00476,-0.030527
SYN-001,199,20.0,0.165791,21.9159,-0.013731,0.016814
SYN-002,0,0.0,-0.049464,22.0096,0.055033,0.016314
SYN-002,1,0.1005,0.068085,21.9356,-0.061415,-0.058755
SYN-002,2,0.20101,-0.017131,22.0543,0.01177,0.001366
SYN-002,3,0.30151,-0.045312,21.9977,0.128062,0.024951
SYN-002,4,0.40201,0.075116,21.9663,0.012617,0.034765
SYN-002,5,0.50251,0.135039,22.0123,0.013705,-0.060323
SYN-002,6,0.60302,-0.084195,22.0666,0.032354,0.03846
SYN-002,7,0.70352,-0.236134,22.0186,-0.014666,-0.016862
SYN-002,8,0.80402,0.032852,22.0601,-0.107933,0.040187
SYN-002,9,0.90452,0.072882,22.005,0.016765,-0.003631
SYN-002,10,1.00503,-0.006284,21.9617,0.038288,-0.04223
SYN-002,11,1.10553,0.008898,21.9991,-0.031972,-0.101118
SYN-002,12,1.20603,-0.024166,22.0029,-0.027701,0.012374
SYN-002,13,1.30653,-0.096597,21.9964,-0.106051,-0.070684
SYN-002,14,1.40704,0.089005,22.0319,-0.019083,-0.001207
SYN-002,15,1.50754,0.095249,21.9734,-0.026125,0.009332
SYN-002,16,1.60804,0.051336,22.0256,-0.077822,0.069617
SYN-002,17,1.70854,-0.02308,22.0011,-0.038799,-0.085748
SYN-002,18,1.80905,-0.113621,22.0168,-0.029502,0.087998
SYN-002,19,1.90955,-0.2282,21.9761,0.012993,0.047992
SYN-002,20,2.01005,0.085061,21.9688,0.124693,-0.019098
SYN-002,21,2.11055,0.132808,22.0261,-0.022254,-0.011073
SYN-002,22,2.21106,0.107345,21.9906,0.035424,-0.006249
SYN-002,23,2.31156,-0.018424,21.9818,0.031681,-0.002436
SYN-002,24,2.41206,0.244886,21.9497,0.007336,-0.000226
SYN-002,25,2.51256,-0.240379,22.0063,-0.086889,0.007859
SYN-002,26,2.61307,-0.075454,22.0161,0.050007,-0.063779
SYN-002,27,2.71357,0.026987,21.9769,-0.04999,0.024784
SYN-002,28,2.81407,0.080223,21.9714,0.003065,0.000672
SYN-002,29,2.91457,0.076399,22.0027,-0.093105,0.034631
SYN-002,30,3.01508,-0.018169,21.9656,0.033789,-0.026522
SYN-002,31,3.11558,0.084729,22.019,0.014745,0.064725
SYN-002,32,3.21608,0.04393,22.0148,0.067233,-0.032058
SYN-002,33,3.31658,-0.230084,21.9922,0.012063,-0.010708
SYN-002,34,3.41709,-0.159188,22.0071,-0.039984,-0.0066
SYN-002,35,3.51759,0.128884,21.9958,-0.096987,0.110311
SYN-002,36,3.61809,0.081566,22.0065,0.116698,-0.054761
SYN-002,37,3.71859,-0.09237,22.0117,0.014403,0.037004
SYN-002,38,3.8191,-0.001842,21.9866,-0.029279,-0.039628
SYN-002,39,3.9196,-0.046022,21.9855,-0.033737,-0.01566
SYN-002,40,4.0201,-0.184605,22.0005,-0.037312,-0.021797
SYN-002,41,4.1206,0.167038,22.0164,0.003652,-0.024375
SYN-002,42,4.22111,0.034878,22.0469,0.072609,-0.053463
SYN-002,43,4.32161,-0.229161,22.0268,-0.027549,0.004843
SYN-002,44,4.42211,0.059511,21.9337,0.016109,-0.012267
SYN-002,45,4.52261,0.018275,21.9996,-0.068777,-0.070616
SYN-002,46,4.62312,-0.129084,22.0193,0.103307,-0.044178
SYN-002,47,4.72362,-0.012094,21.9957,-0.047374,-0.015015
SYN-002,48,4.82412,0.061592,22.0294,-0.021617,-0.000495
SYN-002,49,4.92462,-0.016639,21.9851,-0.05895,-0.07172
SYN-002,50,5.02513,-0.132348,22.0526,-0.027351,-0.04919
SYN-002,51,5.12563,-0.202204,21.9834,-0.073683,0.004583
SYN-002,52,5.22613,-0.055388,21.9689,-0.047106,0.045402
SYN-002,53,5.32663,-0.253052,21.9801,0.074506,-0.02144
SYN-002,54,5.42714,0.242514,21.9798,0.030215,-0.012457
SYN-002,55,5.52764,0.134809,22.04,-0.035111,0.083625
SYN-002,56,5.62814,-0.020665,21.9709,-0.004692,-0.059929
SYN-002,57,5.72864,-0.107967,21.9543,-0.014773,-0.022096
SYN-002,58,5.82915,0.037149,21.9486,-0.04793,-0.009729
SYN-002,59,5.92965,-0.250498,22.0141,0.012488,-0.03698
SYN-002,60,6.03015,-0.141415,22.0524,-0.047774,-0.018758
SYN-002,61,6.13065,-0.126203,22.0576,-0.050549,0.047844
SYN-002,62,6.23116,0.015391,22.0155,-0.005336,-0.015526
SYN-002,63,6.33166,-0.197025,22.0333,-0.065783,-0.022844
SYN-002,64,6.43216,0.050127,21.9934,0.019343,0.012565
SYN-002,65,6.53266,0.017086,21.9739,0.087922,0.015376
SYN-002,66,6.63317,0.094576,22.0318,-0.029512,-0.015898
SYN-002,67,6.73367,-0.137094,21.9693,-0.080972,-0.158043
SYN-002,68,6.83417,0.019214,22.0653,-0.041377,-0.008643
SYN-002,69,6.93467,-0.052638,21.95,0.041427,0.028365
SYN-002,70,7.03518,0.060158,21.9838,-0.021048,0.00702
SYN-002,71,7.13568,0.071675,22.0089,0.019678,-0.043079
SYN-002,72,7.23618,0.122914,21.982,-0.019881,-0.005019
SYN-002,73,7.33668,0.083903,21.9599,0.005919,-0.027553
SYN-002,74,7.43719,0.061753,21.9972,0.092396,0.041064
SYN-002,75,7.53769,0.166306,21.9855,-0.021029,0.022338
SYN-002,76,7.63819,0.148621,22.0513,-0.015387,0.063107
SYN-002,77,7.73869,-0.147593,21.9706,0.086248,-0.035411
SYN-002,78,7.8392,0.029636,21.924,-0.044277,0.004022
SYN-002,79,7.9397,-0.227034,22.0144,0.087895,0.071855
SYN-002,80,8.0402,-0.037965,22.0275,-0.05922,-0.065339
SYN-002,81,8.1407,-0.124686,22.0146,-0.017878,-0.003387
SYN-002,82,8.24121,-0.227019,21.9707,0.058121,0.026218
SYN-002,83,8.34171,-0.03964,22.0174,0.055327,-0.071259
SYN-002,84,8.44221,0.065297,21.9993,-0.07023,-0.086696
SYN-002,85,8.54271,-0.206,22.0061,0.064081,-0.052902
SYN-002,86,8.64322,-0.03215,21.9544,-0.051266,0.023607
SYN-002,87,8.74372,0.074983,21.974,0.058195,0.035609
SYN-002,88,8.84422,-0.054515,21.9518,0.090864,0.093219
SYN-002,89,8.94472,0.042927,22.0104,-0.000988,-0.01069
SYN-002,90,9.04523,0.141916,22.01,0.017871,-0.010879
SYN-002,91,9.14573,-0.058657,22.0408,-0.026215,0.060122
SYN-002,92,9.24623,-0.075235,21.9661,0.057924,0.02625
SYN-002,93,9.34673,-0.146957,21.9982,-0.033262,0.03905
SYN-002,94,9.44724,0.18478,22.005,0.093777,0.020815
SYN-002,95,9.54774,0.074892,22.0394,-0.055818,-0.032416
SYN-002,96,9.64824,0.007771,21.987,-0.062659,0.019689
SYN-002,97,9.74874,0.064322,21.9805,0.005946,0.034176
SYN-002,98,9.84925,-0.00884,21.9814,0.063561,-0.046997
SYN-002,99,9.94975,-0.176171,22.0031,0.039578,0.050568
SYN-002,100,10.05025,-0.188965,22.0154,-0.046332,-0.008833
SYN-002,101,10.15075,0.278767,21.9691,-0.054035,-0.063269
SYN-002,102,10.25126,0.089316,22.0086,-0.012442,0.058623
SYN-002,103,10.35176,0.119442,22.0264,-0.029353,0.040184
SYN-002,104,10.45226,-0.170413,21.9782,0.005216,0.103555
SYN-002,105,10.55276,-0.137616,21.9707,0.022042,-0.016216
SYN-002,106,10.65327,-0.05485,21.9483,0.052687,-0.074807
SYN-002,107,10.75377,-0.168906,21.9878,0.045832,-0.052103
SYN-002,108,10.85427,-0.100543,21.9936,0.070084,0.035795
SYN-002,109,10.95477,0.055076,22.0247,0.033729,0.134878
SYN-002,110,11.05528,0.185167,21.9769,-0.013394,-0.025611
SYN-002,111,11.15578,-0.266551,22.0058,0.111879,-0.133161
SYN-002,112,11.25628,0.063761,21.9436,0.028273,0.107319
SYN-002,113,11.35678,-0.198815,22.0025,-0.001826,0.037257
SYN-002,114,11.45729,0.084674,22.0211,-0.037876,-0.021491
SYN-002,115,11.55779,-0.262051,21.9956,0.058973,0.003769
SYN-002,116,11.65829,0.176693,21.9626,0.063945,-0.077127
SYN-002,117,11.75879,-0.172271,22.0039,0.079865,-0.001852
SYN-002,118,11.8593,-0.102967,22.0046,0.017901,-0.04406
SYN-002,119,11.9598,-0.048544,21.9813,-0.074075,-0.043546
SYN-002,120,12.0603,0.130615,22.0029,0.044847,-0.064791
SYN-002,121,12.1608,-0.008949,21.9948,0.024232,-0.072698
SYN-002,122,12.26131,0.062693,22.0331,0.003667,0.087262
SYN-002,123,12.36181,0.023848,21.9839,0.042981,0.075895
SYN-002,124,12.46231,-0.102735,21.9738,0.035154,0.088063
SYN-002,125,12.56281,-0.02532,21.9951,-0.025447,0.113332
SYN-002,126,12.66332,0.003659,22.0376,0.033798,0.059774
SYN-002,127,12.76382,-0.058989,21.9569,-0.038267,0.004033
SYN-002,128,12.86432,0.093816,22.0004,-0.002553,0.039764
SYN-002,129,12.96482,0.046895,22.0371,0.002509,-0.020467
SYN-002,130,13.06533,-0.192117,21.9873,0.045832,0.010724
SYN-002,131,13.16583,-0.007186,22.0205,0.016658,0.028489
SYN-002,132,13.26633,0.077085,21.9802,-0.031825,0.038075
SYN-002,133,13.36683,0.030321,21.995,0.014078,-0.030177
SYN-002,134,13.46734,0.153901,22.0012,-0.113292,-0.057593
SYN-002,135,13.56784,-0.178581,22.0293,-0.058192,0.015662
SYN-002,136,13.66834,-0.152784,21.997,-0.049643,0.048369
SYN-002,137,13.76884,0.152016,22.0298,-0.022219,-0.027332
SYN-002,138,13.86935,-0.060174,21.9482,-0.002796,-0.031161
SYN-002,139,13.96985,-0.195926,21.9956,-0.005996,-0.029591
SYN-002,140,14.07035,0.09405,22.0534,-0.066183,0.084496
SYN-002,141,14.17085,-0.05965,22.0134,-0.034615,-0.011477
SYN-002,142,14.27136,0.126599,22.0273,-0.007511,-0.026147
SYN-002,143,14.37186,0.237066,22.0012,0.048753,-0.041919
SYN-002,144,14.47236,0.042359,22.0366,0.031889,0.039266
SYN-002,145,14.57286,-0.027433,21.9762,-0.017471,0.057086
SYN-002,146,14.67337,0.117412,22.0225,0.033369,0.011881
SYN-002,147,14.77387,0.061761,22.0121,-0.119776,0.037113
SYN-002,148,14.87437,-0.062814,21.9556,0.050547,-0.02333
SYN-002,149,14.97487,-0.04598,21.95,-0.052847,0.01665
SYN-002,150,15.07538,-0.199713,22.0235,-0.019196,-0.027895
SYN-002,151,15.17588,0.03971,21.9448,-0.025088,-0.047103
SYN-002,152,15.27638,0.224287,22.0258,0.052427,0.097831
SYN-002,153,15.37688,-0.023493,21.997,-0.049393,0.012289
SYN-002,154,15.47739,0.122437,22.0446,-0.06961,0.124121
SYN-002,155,15.57789,0.181817,22.0197,-0.028406,-0.088546
SYN-002,156,15.67839,-0.032284,21.9822,0.018106,-0.013891
SYN-002,157,15.77889,-0.017561,22.014,-0.065616,-0.035033
SYN-002,158,15.8794,0.053269,21.9744,0.050306,0.021239
SYN-002,159,15.9799,-0.006377,22.0057,0.052965,0.086614
SYN-002,160,16.0804,0.057395,21.9832,-0.025139,-0.018008
SYN-002,161,16.1809,0.111,22.0618,0.002857,0.017612
SYN-002,162,16.28141,0.224271,21.9888,-0.149745,0.07674
SYN-002,163,16.38191,0.023132,22.0121,0.004958,0.00595
SYN-002,164,16.48241,-0.064566,22.0319,-0.025803,-0.09662
SYN-002,165,16.58291,0.000603,22.0482,0.065218,-0.000339
SYN-002,166,16.68342,-0.107309,21.9622,0.021226,0.080979
SYN-002,167,16.78392,0.219679,21.994,-0.032527,0.020123
SYN-002,168,16.88442,0.029062,21.9873,0.043874,0.056006
SYN-002,169,16.98492,-0.073105,21.9723,-0.001639,-0.195477
SYN-002,170,17.08543,-0.016593,22.0029,-0.05091,0.029347
SYN-002,171,17.18593,-0.17458,22.0116,0.023026,0.085574
SYN-002,172,17.28643,-0.044432,21.9974,-0.023246,-0.103973
SYN-002,173,17.38693,-0.064513,22.0207,-0.025791,-0.052249
SYN-002,174,17.48744,-0.034365,21.9563,-0.05834,0.023714
SYN-002,175,17.58794,0.237485,21.9842,-0.042791,0.048765
SYN-002,176,17.68844,0.094607,21.998,0.009258,0.056725
SYN-002,177,17.78894,-0.030765,21.9901,-0.05881,0.002878
SYN-002,178,17.88945,0.170329,22.0216,-0.0435,-0.008159
SYN-002,179,17.98995,-0.059295,21.9958,0.075315,-0.035059
SYN-002,180,18.09045,-0.051942,21.9906,0.060857,-0.01241
SYN-002,181,18.19095,0.029404,22.0059,0.014773,0.048351
SYN-002,182,18.29146,0.043403,22.0193,0.039138,-0.060805
SYN-002,183,18.39196,0.24216,22.0258,0.07202,0.044274
SYN-002,184,18.49246,-0.213812,21.9233,0.035926,-0.010557
SYN-002,185,18.59296,-0.083278,22.0764,0.052593,0.010476
SYN-002,186,18.69347,-0.105292,22.0367,0.005772,-0.036554
SYN-002,187,18.79397,-0.147146,21.9917,0.02323,-0.061147
SYN-002,188,18.89447,0.048391,21.9483,0.029998,0.025316
SYN-002,189,18.99497,-0.200099,21.9656,0.099904,-0.052839
SYN-002,190,19.09548,-0.01025,22.0256,0.037014,0.116257
SYN-002,191,19.19598,0.16895,22.0587,0.05246,-0.02286
SYN-002,192,19.29648,-0.196421,22.0215,-0.032473,-0.059864
SYN-002,193,19.39698,-0.156911,22.011,0.069947,0.053666
SYN-002,194,19.49749,-0.023719,21.9744,-0.049362,0.010539
SYN-002,195,19.59799,-0.14949,21.9716,-0.054354,-0.011971
SYN-002,196,19.69849,0.351215,21.9939,-0.003286,-0.013168
SYN-002,197,19.79899,0.212846,21.9993,-0.004204,-0.019338
SYN-002,198,19.8995,-0.10219,22.0066,0.01097,-0.056335
SYN-002,199,20.0,-0.249776,22.0434,-0.050061,0.081835
SYN-003,0,0.0,0.222624,21.9888,0.047759,-0.054045
SYN-003,1,0.1005,-0.035754,21.9367,0.058922,0.019504
SYN-003,2,0.20101,-0.029879,22.012,-0.035497,-0.074086
SYN-003,3,0.30151,-0.025455,22.0086,0.01185,0.030758
